speaker,text,wordCount
Ἄγγελος,Κάδμου πάροικοι καὶ δόμων Ἀμφίονος οὐκ ἔσθ᾽ ὁποῖον στάντ᾽ ἂν ἀνθρώπου βίον οὔτ᾽ αἰνέσαιμ᾽ ἂν οὔτε μεμψαίμην ποτέ τύχη γὰρ ὀρθοῖ καὶ τύχη καταρρέπει τὸν εὐτυχοῦντα τόν τε δυστυχοῦντ᾽ ἀεί καὶ μάντις οὐδεὶς τῶν καθεστώτων βροτοῖς Κρέων γὰρ ἦν ζηλωτός ὡς ἐμοί ποτέ σώσας μὲν ἐχθρῶν τήνδε Καδμείαν χθόνα λαβών τε χώρας παντελῆ μοναρχίαν ηὔθυνε θάλλων εὐγενεῖ τέκνων σπορᾷ καὶ νῦν ἀφεῖται πάντα τὰς γὰρ ἡδονὰς ὅταν προδῶσιν ἄνδρες οὐ τίθημ᾽ ἐγὼ ζῆν τοῦτον ἀλλ᾽ ἔμψυχον ἡγοῦμαι νεκρόν πλούτει τε γὰρ κατ᾽ οἶκον εἰ βούλει μέγα καὶ ζῆ τύραννον σχῆμ᾽ ἔχων ἐὰν δ᾽ ἀπῇ τούτων τὸ χαίρειν τἄλλ᾽ ἐγὼ καπνοῦ σκιᾶς οὐκ ἂν πριαίμην ἀνδρὶ πρὸς τὴν ἡδονήν,108
Χορός,τί δ᾽ αὖ τόδ᾽ ἄχθος βασιλέων ἥκεις φέρων,8
Ἄγγελος,τεθνᾶσιν οἱ δὲ ζῶντες αἴτιοι θανεῖν,6
Χορός,καὶ τίς φονεύει τίς δ᾽ ὁ κείμενος λέγε,8
Ἄγγελος,Αἵμων ὄλωλεν αὐτόχειρ δ᾽ αἱμάσσεται,5
Χορός,πότερα πατρῴας ἢ πρὸς οἰκείας χερός,6
Ἄγγελος,αὐτὸς πρὸς αὑτοῦ πατρὶ μηνίσας φόνου,6
Χορός,ὦ μάντι τοὔπος ὡς ἄρ᾽ ὀρθὸν ἤνυσας,7
Ἄγγελος,ὡς ὧδ᾽ ἐχόντων τἄλλα βουλεύειν πάρα,6
Χορός,καὶ μὴν ὁρῶ τάλαιναν Εὐρυδίκην ὁμοῦ δάμαρτα τὴν Κρέοντος ἐκ δὲ δωμάτων ἤτοι κλύουσα παιδὸς ἢ τύχῃ πάρα,18
Εὐρυδίκη,ὦ πάντες ἀστοί τῶν λόγων ἐπῃσθόμην πρὸς ἔξοδον στείχουσα Παλλάδος θεᾶς ὅπως ἱκοίμην εὐγμάτων προσήγορος καὶ τυγχάνω τε κλῇθρ᾽ ἀνασπαστοῦ πύλης χαλῶσα καί με φθόγγος οἰκείου κακοῦ βάλλει δι᾽ ὤτων ὑπτία δὲ κλίνομαι δείσασα πρὸς δμωαῖσι κἀποπλήσσομαι ἀλλ᾽ ὅστις ἦν ὁ μῦθος αὖθις εἴπατε κακῶν γὰρ οὐκ ἄπειρος οὖσ᾽ ἀκούσομαι,50
Ἄγγελος,,1
Ἄγγελος,ἐγώ φίλη δέσποινα καὶ παρὼν ἐρῶ κοὐδὲν παρήσω τῆς ἀληθείας ἔπος τί γάρ σε μαλθάσσοιμ᾽ ἂν ὧν ἐς ὕστερον ψεῦσται φανούμεθ᾽ ὀρθὸν ἁλήθει᾽ ἀεί ἐγὼ δὲ σῷ ποδαγὸς ἑσπόμην πόσει πεδίον ἐπ᾽ ἄκρον ἔνθ᾽ ἔκειτο νηλεὲς κυνοσπάρακτον σῶμα Πολυνείκους ἔτι καὶ τὸν μέν αἰτήσαντες ἐνοδίαν θεὸν Πλούτωνά τ᾽ ὀργὰς εὐμενεῖς κατασχεθεῖν λούσαντες ἁγνὸν λουτρόν ἐν νεοσπάσιν θαλλοῖς ὃ δὴ λέλειπτο συγκατῄθομεν καὶ τύμβον ὀρθόκρανον οἰκείας χθονὸς χώσαντες αὖθις πρὸς λιθόστρωτον κόρης νυμφεῖον Ἅιδου κοῖλον εἰσεβαίνομεν φωνῆς δ᾽ ἄπωθεν ὀρθίων κωκυμάτων κλύει τις ἀκτέριστον ἀμφὶ παστάδα καὶ δεσπότῃ Κρέοντι σημαίνει μολών τῷ δ᾽ ἀθλίας ἄσημα περιβαίνει βοῆς ἕρποντι μᾶλλον ἆσσον οἰμώξας δ᾽ ἔπος ἵησι δυσθρήνητον ὦ τάλας ἐγώ ἆρ᾽ εἰμὶ μάντις ἆρα δυστυχεστάτην κέλευθον ἕρπω τῶν παρελθουσῶν ὁδῶν παιδός με σαίνει φθόγγος ἀλλὰ πρόσπολοι ἴτ᾽ ἆσσον ὠκεῖς καὶ παραστάντες τάφῳ ἀθρήσαθ᾽ ἁρμὸν χώματος λιθοσπαδῆ δύντες πρὸς αὐτὸ στόμιον εἰ τὸν Αἵμονος φθόγγον συνίημ᾽ ἢ θεοῖσι κλέπτομαι,145
τάδ᾽,ἐξ ἀθύμου δεσπότου κελευσμάτων ἠθροῦμεν ἐν δὲ λοισθίῳ τυμβεύματι τὴν μὲν κρεμαστὴν αὐχένος κατείδομεν βρόχῳ μιτώδει σινδόνος καθημμένην τὸν δ᾽ ἀμφὶ μέσσῃ περιπετῆ προσκείμενον εὐνῆς ἀποιμώζοντα τῆς κάτω φθορὰν καὶ πατρὸς ἔργα καὶ τὸ δύστηνον λέχος ὁ δ᾽ ὡς ὁρᾷ σφε στυγνὸν οἰμώξας ἔσω χωρεῖ πρὸς αὐτὸν κἀνακωκύσας καλεῖ ὦ τλῆμον οἷον ἔργον εἴργασαι τίνα νοῦν ἔσχες ἐν τῷ συμφορᾶς διεφθάρης ἔξελθε τέκνον ἱκέσιός σε λίσσομαι τὸν δ᾽ ἀγρίοις ὄσσοισι παπτήνας ὁ παῖς πτύσας προσώπῳ κοὐδὲν ἀντειπών ξίφους ἕλκει διπλοῦς κνώδοντας ἐκ δ᾽ ὁρμωμένου πατρὸς φυγαῖσιν ἤμπλακ᾽ εἶθ᾽ ὁ δύσμορος αὑτῷ χολωθείς ὥσπερ εἶχ᾽ ἐπενταθεὶς ἤρεισε πλευραῖς μέσσον ἔγχος ἐς δ᾽ ὑγρὸν ἀγκῶν᾽ ἔτ᾽ ἔμφρων παρθένῳ προσπτύσσεται καὶ φυσιῶν ὀξεῖαν ἐκβάλλει ῥοὴν λευκῇ παρειᾷ φοινίου σταλάγματος κεῖται δὲ νεκρὸς περὶ νεκρῷ τὰ νυμφικὰ τέλη λαχὼν δείλαιος εἰν Ἅιδου δόμοις δείξας ἐν ἀνθρώποισι τὴν ἀβουλίαν ὅσῳ μέγιστον ἀνδρὶ πρόσκειται κακόν,139
Χορός,τί τοῦτ᾽ ἂν εἰκάσειας ἡ γυνὴ πάλιν φρούδη πρὶν εἰπεῖν ἐσθλὸν ἢ κακὸν λόγον,14
Ἄγγελος,καὐτὸς τεθάμβηκ᾽ ἐλπίσιν δὲ βόσκομαι ἄχη τέκνου κλύουσαν ἐς πόλιν γόους οὐκ ἀξιώσειν ἀλλ᾽ ὑπὸ στέγης ἔσω δμωαῖς προθήσειν πένθος οἰκεῖον στένειν γνώμης γὰρ οὐκ ἄπειρος ὥσθ᾽ ἁμαρτάνειν,28
Χορός,οὐκ οἶδ᾽ ἐμοὶ δ᾽ οὖν ἥ τ᾽ ἄγαν σιγὴ βαρὺ δοκεῖ προσεῖναι χἠ μάτην πολλὴ βοή,16
Ἄγγελος,ἀλλ᾽ εἰσόμεσθα μή τι καὶ κατάσχετον κρυφῇ καλύπτει καρδίᾳ θυμουμένῃ δόμους παραστείχοντες εὖ γὰρ οὖν λέγεις καὶ τῆς ἄγαν γάρ ἐστί που σιγῆς βάρος,24
Χορός,καὶ μὴν ὅδ᾽ ἄναξ αὐτὸς ἐφήκει μνῆμ᾽ ἐπίσημον διὰ χειρὸς ἔχων εἰ θέμις εἰπεῖν οὐκ ἀλλοτρίαν ἄτην ἀλλ᾽ αὐτὸς ἁμαρτών,20
Κρέων,ἰὼ φρενῶν δυσφρόνων ἁμαρτήματα στερεὰ θανατόεντ᾽ ὦ κτανόντας τε καὶ θανόντας βλέποντες ἐμφυλίους ὤμοι ἐμῶν ἄνολβα βουλευμάτων ἰὼ παῖ νέος νέῳ ξὺν μόρῳ αἰαῖ αἰαῖ ἔθανες ἀπελύθης ἐμαῖς οὐδὲ σαῖς δυσβουλίαις,31
Χορός,οἴμ᾽ ὡς ἔοικας ὀψὲ τὴν δίκην ἰδεῖν,7
Κρέων,οἴμοι ἔχω μαθὼν δείλαιος ἐν δ᾽ ἐμῷ κάρᾳ θεὸς τότ᾽ ἄρα τότε μέγα βάρος μ᾽ ἔχων ἔπαισεν ἐν δ᾽ ἔσεισεν ἀγρίαις ὁδοῖς οἴμοι λακπάτητον ἀντρέπων χαράν φεῦ φεῦ ὦ πόνοι βροτῶν δύσπονοι,32
Ἐξάγγελος,ὦ δέσποθ᾽ ὡς ἔχων τε καὶ κεκτημένος τὰ μὲν πρὸ χειρῶν τάδε φέρων τὰ δ᾽ ἐν δόμοις ἔοικας ἥκειν καὶ τάχ᾽ ὄψεσθαι κακά,23
Κρέων,τί δ᾽ ἔστιν αὖ κάκιον ἐκ κακῶν ἔτι,8
Ἐξάγγελος,γυνὴ τέθνηκε τοῦδε παμμήτωρ νεκροῦ δύστηνος ἄρτι νεοτόμοισι πλήγμασιν,9
Κρέων,ἰώ ἰὼ δυσκάθαρτος Ἅιδου λιμήν τί μ᾽ ἄρα τί μ᾽ ὀλέκεις ὦ κακάγγελτά μοι προπέμψας ἄχη τίνα θροεῖς λόγον αἰαῖ ὀλωλότ᾽ ἄνδρ᾽ ἐπεξειργάσω τί φής παῖ τίν᾽ αὖ λέγεις μοι νέον αἰαῖ αἰαῖ σφάγιον ἐπ᾽ ὀλέθρῳ γυναικεῖον ἀμφικεῖσθαι μόρον,39
Χορός,ὁρᾶν πάρεστιν οὐ γὰρ ἐν μυχοῖς ἔτι,7
Κρέων,οἴμοι κακὸν τόδ᾽ ἄλλο δεύτερον βλέπω τάλας τίς ἄρα τίς με πότμος ἔτι περιμένει ἔχω μὲν ἐν χείρεσσιν ἀρτίως τέκνον τάλας τὸν δ᾽ ἔναντα προσβλέπω νεκρόν φεῦ φεῦ μᾶτερ ἀθλία φεῦ τέκνον,32
Ἐξάγγελος,ἡ δ᾽ ὀξυθήκτῳ βωμία περὶ ξίφει λύει κελαινὰ βλέφαρα κωκύσασα μὲν τοῦ πρὶν θανόντος Μεγαρέως κλεινὸν λάχος αὖθις δὲ τοῦδε λοίσθιον δὲ σοὶ κακὰς πράξεις ἐφυμνήσασα τῷ παιδοκτόνῳ,28
Κρέων,αἰαῖ αἰαῖ ἀνέπταν φόβῳ τί μ᾽ οὐκ ἀνταίαν ἔπαισέν τις ἀμφιθήκτῳ ξίφει δείλαιος ἐγώ αἰαῖ δειλαίᾳ δὲ συγκέκραμαι δύᾳ,19
Ἐξάγγελος,ὡς αἰτίαν γε τῶνδε κἀκείνων ἔχων πρὸς τῆς θανούσης τῆσδ᾽ ἐπεσκήπτου μόρων,12
Κρέων,ποίῳ δὲ κἀπελύσατ᾽ ἐν φοναῖς τρόπῳ,6
Ἐξάγγελος,παίσας ὑφ᾽ ἧπαρ αὐτόχειρ αὑτήν ὅπως παιδὸς τόδ᾽ ᾔσθετ᾽ ὀξυκώκυτον πάθος,11
Κρέων,ὤμοι μοι τάδ᾽ οὐκ ἐπ᾽ ἄλλον βροτῶν ἐμᾶς ἁρμόσει ποτ᾽ ἐξ αἰτίας ἐγὼ γάρ σ᾽ ἐγὼ ἔκανον ὢ μέλεος ἐγώ φάμ᾽ ἔτυμον ἰὼ πρόσπολοι ἄγετέ μ᾽ ὅτι τάχιστ᾽ ἄγετέ μ᾽ ἐκποδών τὸν οὐκ ὄντα μᾶλλον ἢ μηδένα,37
Χορός,κέρδη παραινεῖς εἴ τι κέρδος ἐν κακοῖς βράχιστα γὰρ κράτιστα τἀν ποσὶν κακά,13
Κρέων,ἴτω ἴτω φανήτω μόρων ὁ κάλλιστ᾽ ἔχων ἐμοὶ τερμίαν ἄγων ἁμέραν ὕπατος ἴτω ἴτω ὅπως μηκέτ᾽ ἆμαρ ἄλλ᾽ εἰσίδω,19
Χορός,μέλλοντα ταῦτα τῶν προκειμένων τι χρὴ μέλειν πράσσειν μέλει γὰρ τῶνδ᾽ ὅτοισι χρὴ μέλειν,14
Κρέων,ἀλλ᾽ ὧν ἐρῶ τοιαῦτα συγκατηυξάμην,5
Χορός,μή νυν προσεύχου μηδέν ὡς πεπρωμένης οὐκ ἔστι θνητοῖς συμφορᾶς ἀπαλλαγή,11
Κρέων,ἄγοιτ᾽ ἂν μάταιον ἄνδρ᾽ ἐκποδών ὅς ὦ παῖ σέ τ᾽ οὐχ ἑκὼν κάκτανον σέ τ᾽ αὖ τάνδ᾽ ὤμοι μέλεος οὐδ᾽ ἔχω ὅπᾳ πρὸς πότερα κλιθῶ πάντα γὰρ λέχρια τἀν χεροῖν τὰ δ᾽ ἐπὶ κρατί μοι πότμος δυσκόμιστος εἰσήλατο,38
Χορός,πολλῷ τὸ φρονεῖν εὐδαιμονίας πρῶτον ὑπάρχει χρὴ δὲ τά γ᾽ εἰς θεοὺς μηδὲν ἀσεπτεῖν μεγάλοι δὲ λόγοι μεγάλας πληγὰς τῶν ὑπεραύχων ἀποτίσαντες γήρᾳ τὸ φρονεῖν ἐδίδαξαν,26
